sma,buy,sell,avg_rank_pct,median_rank_pct,top_10_rate,top_25_rate,avg_cagr,median_cagr,p25_cagr,avg_dd,worst_dd,beat_200_5_3_rate,score
250,5,2,0.6099394810400295,0.6378091872791519,0.0,0.08022388059701492,0.2850185498375596,0.29308955176881524,0.21495240519336978,-0.5591513354198577,-0.6581199915960025,0.13059701492537312,-0.7618686674870152
200,8,4,0.6123721059015875,0.6448763250883393,0.0,0.08022388059701492,0.28518368806349703,0.2871401525767294,0.2227249111651317,-0.5427871633361041,-0.6507727375691075,0.08582089552238806,-0.7633104061621095
175,5,6,0.6148640630768419,0.627208480565371,0.0,0.016791044776119403,0.29890798346936354,0.2904972174334497,0.2396536985457085,-0.5940462830981105,-0.6581199915960027,0.12686567164179105,-0.7646591780009054
150,5,0,0.6191821370180897,0.6413427561837456,0.018656716417910446,0.06716417910447761,0.2677090859283495,0.26557048491487323,0.20447583164761007,-0.47746043505730024,-0.5516583177965693,0.1865671641791045,-0.7686154343593108
250,5,8,0.6206456674226043,0.6872791519434629,0.05970149253731343,0.13805970149253732,0.2904253560582941,0.2831729013176707,0.2241411702696059,-0.5849210600211049,-0.6581199915960025,0.21455223880597016,-0.770028788529332
225,8,3,0.6222871947682085,0.6360424028268551,0.0037313432835820895,0.05970149253731343,0.2856832456380117,0.2937562542657137,0.22319618013575981,-0.555971091053246,-0.6724118787238105,0.08768656716417911,-0.7714140586009326
175,8,5,0.624367121987237,0.6431095406360424,0.0037313432835820895,0.061567164179104475,0.28385684726244814,0.2854782359728163,0.23274674365580994,-0.5503582241425153,-0.6507727375691075,0.07649253731343283,-0.7731186357098414
200,0,5,0.6173362428141976,0.6307420494699647,0.0018656716417910447,0.033582089552238806,0.2972152091262989,0.2895652886058562,0.22005817124675575,-0.6024474123626641,-0.6364708355324451,0.1921641791044776,-0.7740609212720372
250,5,4,0.6206885185380517,0.6183745583038869,0.0,0.018656716417910446,0.2920675698206837,0.294510642744362,0.21352110688822679,-0.5851545490645212,-0.6581199915960028,0.11567164179104478,-0.7748604133865395
150,2,8,0.6177812351669216,0.7031802120141343,0.055970149253731345,0.0914179104477612,0.3010950688191472,0.2968866244298405,0.23020705285879983,-0.6182732270567698,-0.6581199915960025,0.22574626865671643,-0.7774818415542806
125,1,8,0.6330428247455303,0.6537102473498233,0.06343283582089553,0.13805970149253732,0.28769430505353244,0.28139801883753757,0.21645902348327883,-0.6459979619453533,-0.7337441223728205,0.34888059701492535,-0.778806667363248
125,5,8,0.6211038447339275,0.6749116607773852,0.013059701492537313,0.09514925373134328,0.29742429451282487,0.2853887525216732,0.23607489196724618,-0.598639548729719,-0.6507727375691077,0.14738805970149255,-0.7789725050659285
250,2,8,0.6271161858551764,0.6590106007067138,0.03544776119402985,0.125,0.2859025580276776,0.2734788921212412,0.21593355103937584,-0.6256754366045255,-0.7283291333959793,0.3675373134328358,-0.7823769227825036
